screen_name,statuses
lilnutstain,"['@PereraSuzy @12celsius @weareoneEXO If that’s how it is then that’s how it’ll be, however there’s no reason for us… https://t.co/4UFFxL2ALz']"
play_on_birds,"['@pedroazl the spacing between the letters is 🔥', '@Seven_Poke @blazekicked even if you arent desperate for garlic bread, you can hire a middleman to receive the garl… https://t.co/AnJHYMtUbD', '@Seven_Poke brian nyoom', 'hopped in the pool and swam/did water polo drills for half an hour this morning, feel tired but my mind is sharp. T… https://t.co/IBsIfP9kkD']"
whisperuk,"[""@WestHamUtd Wish sky sports would chat more about tonight's game instead of 45 mins about man city"", ""@WestHamUtd Just watching palace play, they have more passion than we do. It's becoming embarrassing again after we… https://t.co/hUwIByhTyE"", ""@JoJoHerridgeX @MariaFowler Give as in a present? To me anything in moderation isn't bad. We never let our kids use… https://t.co/qfLEKQ8Kzi""]"
play_ren_bot,"['総介の事そうちゃんって言ったら頭叩かれた(´；ω；｀)', '@tuki_rio_bot 芋けんぴ強奪大作戦☆よこせ', '@tuki_rio_bot そんなことよりお菓子！', '@tuki_rio_bot ヽ(д｀ヽ)｡｡ｵﾛｵﾛ｡｡(ノ´д)ノ', 'ぶっとびジャンプ☆']"
ljyadoff,['@DavidCornDC Lol. You win twitter today.']
LeafDawnCloud,"['Choosing Positivity https://t.co/3T1VlWJ9T7', 'Introvert: a synonym for depressed social outcast? https://t.co/UF7ByR6Cfy https://t.co/m7RfPFvb0w', 'Perfectionism continued, self-awareness, and sassy Z-snaps! https://t.co/YnILszemwo https://t.co/Q37knsnELh', 'Get Excited https://t.co/3sbX2zV63l https://t.co/PCSGd56f17']"
tmj_NEO_transp,"['See our latest #Omaha, NE #job and click to apply: Driver Class A - Omaha,NE - https://t.co/MSRFGNVquD #Driver #Hiring #CareerArc', ""Want to work at Forward Air Transportation Services? We're #hiring in #Omaha, NE! Click for details:… https://t.co/k80NIuIHS6"", ""We're #hiring! Read about our latest #job opening here: Weekend Non-CDL DRIVER - https://t.co/4ejHZ7DJxr… https://t.co/3S6q92RfdD"", ""We're #hiring! Read about our latest #job opening here: Flatbed OTR CDL A Tractor-Trailer Truckload Driver Dedicate… https://t.co/1ZAYYTw4Lh"", 'Join the ProDrivers team! See our latest #job opening here: https://t.co/Nx7VOk1Uao #Transportation #Omaha, NE #Hiring #CareerArc']"
reading_a_book,['5 of 5 stars to A Great Reckoning by Louise Penny https://t.co/MZVAbYd6uF']
EricSteiman,"['@bonnienorman @handytsla @ocean90277 @lorakolodny @reveal @lorakolodny also has a post on her $FB page too.  Give t… https://t.co/VahItYtDCN', '@nagrani14 @lorakolodny I hate Trump.  But the Fake news media is a real issue.  Stories that are well written get… https://t.co/wiXxN9KNgm', '@nagrani14 @lorakolodny https://t.co/kHLziAcq0q\n\nGood journalists seek out the truth based on factual data.  Terrib… https://t.co/dNQcRg90XD', ""@lorakolodny I'm waiting for your response to Tesla's rebuttal.\n\nAt what point do you actually take your job seriou… https://t.co/4bwY9w7YRm"", '@CurtRenz @lorakolodny Seriously, at what point does @lorakolodny report actual facts?\n\nPaging Lora to planet earth.']"
DebbieAutry,[]
radseed,"['So where do you fancy ladies prefer to buy the decorative pillows with which you build soft headboard Matterhorns n… https://t.co/dDsxoST7fA', 'WOW Harmony is all grown up! I saw Gun Hill Road years ago. happy for her success! https://t.co/6V1f5XoAjE']"
PaulaTraversCA,"[""@ZenLifeIE @Tweetinggoddess @WomensInspireIE Louise when I sat down beside you last Wednesday you said you didn't e… https://t.co/oDSJ1hPzei"", ""Wow that's amazing..I'm glad I snapped up 2 yesterday before they all sell out!..Congrats @Tweetinggoddess &amp; all yo… https://t.co/9THnGVJptE""]"
joedocbc,"[""@SethAMandel I'm sure it's the basis of a fundraising email that should be out there is circulation already."", '@TheOath @CarolinaGirl585 @JonahNRO Also, no matter what you think of @JonahNRO current view of conservatism... ""Th… https://t.co/t4W4lB6Byz', ""@TheOath @CarolinaGirl585 @JonahNRO I don't think we will ever reverse the trend of our politicians using the Treas… https://t.co/R82OmdgJEr"", 'A legend and a joy to watch play the game. https://t.co/kc3qxi1ZMA', '@porterguy1969 @DavidAFrench DEMOCRATS WANT A SOCIALIST TO LEAD THEIR PARTY MORE THAN A CAPITALIST\nhttps://t.co/weJhguU6fG']"
tejaaaxox,"['That rain this morning was something serious', 'Imagine being there. Just imagine. Wow. https://t.co/akiCk5JGf1']"
cbroberts,"['Outdoor Temperature is 56.7°F, Max Wind gust in last 10 minutes was: 4.9m/s, Rain Rate is 0.0, The Dew Point is 52.5°F, at 14:42', 'Outdoor Temperature is 55.9°F, Max Wind gust in last 10 minutes was: 3.6m/s, Rain Rate is 0.0, The Dew Point is 52.2°F, at 14:12', 'Outdoor Temperature is 58.3°F, Max Wind gust in last 10 minutes was: 3.6m/s, Rain Rate is 0.0, The Dew Point is 53.8°F, at 13:42', 'Outdoor Temperature is 60.4°F, Max Wind gust in last 10 minutes was: 1.8m/s, Rain Rate is 0.0, The Dew Point is 55.9°F, at 13:12', 'Outdoor Temperature is 52.5°F, Max Wind gust in last 10 minutes was: 2.2m/s, Rain Rate is 0.0, The Dew Point is 52.0°F, at 12:42']"
tmj_ILS_transp,"['See our latest #Springfield, IL #job and click to apply: CDL A OTR Team Owner Operator - https://t.co/X78jzB7Iic… https://t.co/SnJ3pfbii4', 'Want to work in #Springfield, IL? View our latest opening: https://t.co/WjDmb5IZ4v #Transportation #Job #Jobs #Hiring #CareerArc', ""Want to work at Forward Air Transportation Services? We're #hiring in #Springfield, IL! Click for details:… https://t.co/1ThpfXsN1s"", 'This #job might be a great fit for you: OTR Team Owner Operator CDL Class A, Drop &amp; Hook - https://t.co/PHKctYeVim… https://t.co/XQh1363HCw', 'Interested in a #job in #Springfield, IL? This could be a great fit: https://t.co/S4CTfpQa5u #Transportation #Hiring #CareerArc']"
Uneshaa,"['Nap needed', 'I doubt he’s gonna give me anything 😭😭', 'Requested $100 from my boyfriend on cash app for being the best girlfriend ever', 'This rain not making anything better either 🙄', 'Took a day off from classes since I overslept and had to drive back to school today 🙄']"
Game_sco,"['girls naked sushi bar busty nonude asain sex scene sexy blue lingerie cuoples fucking teens the amateur  https://t.co/mvVjtvoW3y', 'online sex games to play naked girls with bongs alien sex monsters hardcore college girls betsy rue nude  https://t.co/t2KADBmsgu', 'teensexmov finger teen pussy couple in sex black porn girl nude 3d anaglyph porn girl womens sexyy woman  https://t.co/nvfPiQrvK4', 'bleeth sex scenes doctor fucking redhead nude mature hot chicks playing video games suicide girl nude pics  https://t.co/MIDZt5JxD8', 'free videos my pussy is out women and the sex trade girl porno facking muslim naked music video uncensored  https://t.co/t2KADBmsgu']"
TRASHYMAGIC,"['@maryIandmilf DANG I CANT LOVE THE OLD YOU?!?', 'i used to keep this pussy cozy for a nigga i can’t stand no mo', 'i’m afraid of heights https://t.co/72Zr4eOXp5', 'don’t disrespect brenda song https://t.co/K3M9VFr6kq']"
AlejoGonFe,"['@Bungie Aguante la play 2', 'https://t.co/EFVRvdF0Gs', '@yisuscribete Sí, te vas a la mierda', '@bellitaxd @NovaSimonGG @Daniel95_cr Hay que tener tiempo eee jajaja']"
KirstenLindner,"['Why the heck is it so cold', '@WKUDining @Doctorswag236', '@l0vewheel @cavettown @elizabethxward SO ME']"
ukcloudpro,"[""worst So24 speech I've ever heard"", ""@ben__h Erm, you didn't read the tweet... you are on the EXTROVERT LIST! hahahaha! sweet, dude, I will be in touch ;-)"", 'Corbyn wants parliament approval before any action', '3 mins for Corbyn under SO24 to relay what Putin wants.', 'jesus wept... some (Fifer!) MPs wanting more committees and debates and votes BEFORE individual executive actions.… https://t.co/DrURHKY6dy']"
JohnMacWhat,"[""@ZachWeiner A tantrum over eating a roommate's food as the basis for defining all good and evil makes sense"", '@FiveThirtyEight Am I misreading this map in thinking the disparity is less pronounced in the South? Why is that?']"
Marissa_West27,"['ive never related to a tweet more than this https://t.co/lQpQHC4YcQ', 'i need a nap 😴😴', 'i could watch college softball all day every day']"
rroseannep,"['@INTLWORLDrp Sure, sunbaenim. Lets talk', '@smuterpe Repmons sunbaenim', '@ULTIMATERPE Lets play', '@smuterpe Lets', '@searchingmutual [] wonwoo, mark, taeyong, lucas.']"
joshey_pants,['@wvufanagent99 Sanction apple and google. ENOUGH IS ENOUGH.']
AZGolfTP,"['@TheDomino Could trump have been using attorney client privilege to disclose classified info to Hannity since they shared a “lawyer”?', 'Cnn about to announce #hannity is third cohen client 😂', '@Josh1938 @FoxNews Lawyer? Try *FIXER*', '@eorden  https://t.co/FCdFtWqzDE', '@adamyounggolf Is there a place with good enough weather to play year round that doesn’t get crushed with winter visitors? 🤔']"
cornock60,"['@bdalexander46 Amen my brother, hope you have a wonderful week ahead! Thank you for the follow. ☺', '@DebbieKruszynsk Amen my sister, thank you for the follow. Wishing you a wonderful week ahead!☺']"
pjmh10,"['2:39p EST. No wind, snow, sleet, hail, ice, downpour rain... and a oh so slight glimpse of something bright in the… https://t.co/HBETAxfTHy', 'I just returned from 8 days is San Francisco #berkshires #richmond @ericfisher @NWSAlbany @NWSBoston @MetJannaBrown… https://t.co/s7vO9hZsSn', 'Snow Valley, Iowa. Confirmed! @dshow23', '@DannyPellegrino @yashar Have one in each room. Does that make me a bad guy?']"
EmilyTWN,"[""I couldn't imagine being this home owner... #onstorm #icestorm2018 https://t.co/8TmzA73e4P https://t.co/usrok0bCTy"", 'Safety needs to be a primary concern today, stay away from downed power lines, flooded rivers and streams and stay… https://t.co/ZWlO5ujeut', 'This home is only a year old. Flooding is now a major concern. #stoneycreek #flooding #rain #freezingrain… https://t.co/kpEdRFA7oi']"
jcy0521,"['Fuck Dallas https://t.co/MTPkOqPvbI', 'Wiggins traveled too https://t.co/MI31CZQMe0']"
boconnorchest,"['@FudgeVonBummy @LD5679 @EwanMacKenna @raystoran Judged on what? We are all hypocrites here. Parochialism and southe… https://t.co/YnPKyzssrA', '@FudgeVonBummy @EwanMacKenna @raystoran Agree by legal definition, neither case was rape.\nVideo apparently taken by… https://t.co/OqBwmduC5B', '@FudgeVonBummy @LD5679 @EwanMacKenna @raystoran Last sentence refers to my thoughts at the time because I am  an av… https://t.co/qxyy387JhM', '@FudgeVonBummy @EwanMacKenna @raystoran Don’t know but the other young lady was effectively dismissed from her very… https://t.co/X3yDpcCt4z', '@FudgeVonBummy @LD5679 @EwanMacKenna @raystoran Insofar as my profession has anything to do with this, I do know ab… https://t.co/Yk0ei7Il2f']"
colicia_koma,"['Ke tshaba Alex, banyana!!!#bbnaija https://t.co/fLFDYV3gH0']"
DannyO,"['Only 13 days to go until I play In the next @Sellebrity_UK Celebrity match at Burton Albion FC… https://t.co/vxyBtgsABr', 'Only 13 days to go until I play In the next @Sellebrity_UK Celebrity match at Burton Albion FC @burtonalbionfc… https://t.co/TbXIO2HZs1', 'Thank you buddy 👌🏼 well played mate.. Great day 🙌🏼⚽️❤️ https://t.co/6L3AyEO4K0', 'Won our game today 5-3 👌🏼⚽️ 2 goals for me today..great day raising money for an amazing charity! Well done to all… https://t.co/CSeneubTbj']"
CSerowinski,"['@kerstenatx @TheGoldbergsABC WE ARE..!!!\nThanks for the tip.  I would love to play pickle ball again.😊', '@LauraMain1 @CallTheMidwife1 @ShrekUKTour Yeah season 8!!!❤️']"
Jobscene_,"['Leads Admin - JN 072 job at Syringa Automotive Recru… - Northern Suburbs, W… https://t.co/ICgRUG0kdo #Indeed #jobs', 'Sales Consultant Firearms Trade job at AtripleA Recruitment and… - Pretoria, Gauteng https://t.co/zYQcCuCwxr #Indeed #jobs', 'General Cleaners job at RCA CONSULTANCY - Johannesburg, Gaute… https://t.co/kiKVaXPEaw #Indeed #jobs', 'Personal Assistant job at Genius Placements - Rustenburg, North W… https://t.co/kqGeEQXmSY #Indeed #jobs', 'Physiotherapy Specialist – 111047 (Neur… job at Global Medical Recruiting - Doha https://t.co/74EkTAw3eQ #Indeed #jobs']"
LindseyBoltz,"['@MackenzieBlazek not actually, but i love you ❤️😘😘', 'https://t.co/50xtcvIfOR', 'Today is WCHS’s Riley Dance Marathon!!! Its our goal to raise $17,000 by the end of tonight. You can contribute to… https://t.co/bD9ne4zXwr']"
AYAA094Z,"['لنستمتع بالحياة 💙.', 'Without losing a piece of me, how do I get to heaven - Troye Sivan']"
miamorlrh,"['lOOK AT HIS GENUINE SMILE AHHH MY BABY https://t.co/dTmSLEoChU', 'hey https://t.co/zKotq0bVVz', 'my layout doesnt match but uh', ';; details ;; https://t.co/jy6KomIiKk', 'the fact that luke has a 5sos phone case makes my heart go 💗💖💓💘💓💖💞 he loves his band and his band mates &amp; he loves… https://t.co/xGzSM4ShxJ']"
ElisaDiLeo2,['Another great presentation by Gianna and Gio!@TouretteAssn @LITouretteAssoc https://t.co/2LdUhI7RsC']
DaleGreeneArts,[]
ImCHRiSWatson,"['Know your role &amp; play it well', 'You have no reason to be comfortable \n#NoteToSelf', 'Thank God For Waking Me Up Today 🙏🏽', 'Good Morning ☀️']"
JB_Freak1969,"[""@HikingNatural I'm really picky about what food I buy and I have to not only see the actual food not a picture that… https://t.co/g6ZAmSJrbW"", ""@Incubator04 Thank you! 😁 I haven't heard back from them anyway and they seemed in a real hurry to hire somebody so… https://t.co/NpFfUXW0kk"", '@HikingNatural I never know what I want until I get to the store and see what the options are especially not having… https://t.co/fvSflYNfOQ', ""Not only are they repaving the parking lot at my grocery store but they're remodeling the entire inside of it but t… https://t.co/wZ1N8OTYFw"", '@Incubator04 It also sounded like they had never kept an assistant longer than one year. All really bad signs and w… https://t.co/1wjHQC8pGM']"
BenGPeters,"[""Great way to focus on what's important - Find the Why! https://t.co/8HcNEb43Ru"", 'RT @businessinsider: #entrgc Goldman Sachs exec skills you need to make it as a stock trader https://t.co/vRHbNTyfzG https://t.co/CH73x76M1E', ""RT @Inc: Google's CEO uses brain-friendly slides to create simple, engaging presentations. https://t.co/qstf66MPRI #entrgc @ranchorelaxo705""]"
momogie84,"['@youssuf_bahrawy Full match VSA or Player vs Player just like the Chinese version, so LM and RM become usable to play more', '@PandaPlayz_Fifa Thanks, my plan is to continue icon campaign (Eng, Ita, Esp, Por, Ned) before transfer to main CAM… https://t.co/gAUgU8VVQg', ""@PandaPlayz_Fifa Sorry, do you mean that 'more often those ranks transferred to different players, its xp will rise… https://t.co/NfDMdrjGB3"", '@Aziz_Khan27 @PandaPlayz_Fifa @RoyFiFa18 @mannyfifa18 @FifaRuban @Wearealvin @FutheadMobile @Joost1055 @DavJacobs… https://t.co/OaHHTmBgDo', '@BlackGoldProud Tell us when 1 of them is successfully sold']"
BugeGroupout,"[""Scorn anarchists' universal remissness to coalesce enlarged plenty to generate whatever primary advance facing thei… https://t.co/XWMYjGKelp"", '8 Historic symbols that mean the opposite of what you think trade shows definition - https://t.co/YEs2SNjhnI', 'Spore testament appear extinction allying the MMORPGs you’re victimized to what is the meaning of trade name. In th… https://t.co/Jxxkhx6m6B', 'Can ‘seed’ teach us how democracy is supposed to work digital trends aaa travel agent job description - https://t.co/sgMR1AtB7V', 'It’s average acquaintance that well-nigh modifications untrue to an mechanism incorporate a exchange someplace in t… https://t.co/lo10IJsQ99']"
YoonMin_Rain,['#LoveYourselfTearIsComing\nREGRESO DEL COLEGIO Y EL COMEBACK DE LOS CHICOS ME DA UN CHANCLASO EN LA CARA *gritanding… https://t.co/Lm9gOpxSJR']
Calvados_Rain,"['@sou_mito10 はーい！それじゃあ大人しく見てますねｗ', '@sou_mito10 何故かTwitterだと開くけどアプリで開かないので\n見てるけどチャットできないｗ\nとりあえずそのまま見ます！', '@sou_mito10 貼ってあるの今気づいたｗ\n観れるっぽいっす！', '@sou_mito10 3783までしかリンクコピーできてないけど\nこれでいいのかわからない…\nもし良ければDMかなんかに送ってもらえれば多分見にいけますが…可能？', '@sou_mito10 それ開いてもページが見つかりませんでしたになるのですが…\nリンク省略とかされてるのかな？']"
tmj_MS_facmgmt,"['This #job might be a great fit for you: Part-Time Service Valet - Evenings - https://t.co/pndIipWhOE… https://t.co/srtXBD6Rsv', ""Want to work at CoreCivic? We're #hiring in #Tutwiler, MS! Click for details: https://t.co/6cFpCwv0TP #FacilitiesMgmt #Job #Jobs #CareerArc"", 'Join the Valet Living team! See our latest #job opening here: https://t.co/Ic43MuKfHz #FacilitiesMgmt #Gulfport, MS… https://t.co/9TeVyhKTZv', ""We're #hiring! Click to apply: Trailer Tech - Ecru, MS - https://t.co/Of0zXGlhcL #FacilitiesMgmt #Ecru, MS #Job #Jobs #CareerArc"", 'This #job might be a great fit for you: CLEANER - Kiln, MS - https://t.co/DGu0CNAzY1 #FacilitiesMgmt #Kiln, MS #Hiring #CareerArc']"
ACPITServices,"['@pmpconsultants @bpnarchitects Brilliant.. how it should be done in my opinion.  Good job the 1950s tower block pla… https://t.co/xKjaf4KHAy', ""@pmpconsultants @bpnarchitects Lovely character building. I do hope you're keeping the ladder and drain pipe art wo… https://t.co/mwoOYMeu1g"", '@WMPHistory @Janet_Synium @paz565 I did read somewhere that some Police still being in the building held up the dem… https://t.co/PjdpzmY7K1', '@Janet_Synium @WMPHistory @paz565 The Moor Street Public Offices would have been pulled down in 1906-1909 when Moor… https://t.co/4GdJuNvySv']"
spec_illest,['@MZATheInfamous @IAMUNIQME @BeatsabarMusic @kemetstry_music @Ladysanity @DJMissCBrown @MizzStarrlight @FATP_UKHHS… https://t.co/XDlVqoqnj2']
Autotune_Reggie,[]
PULPARTUK,[]
NaliLeGenie,"['Message from a boosted one trick mercy sending nudes for sr😏😏', '-Never soloqueue, dont talk with me, WHERE IS THE FUN IN PLAYING ALONE? FRIENDS MAKES THE GAME BETTER', '-You were diamond season 4, I STARTED THE GAME, AND CONSOLE IN GENERAL I CANT BE THE BEST RIGHT AT THE BEGINNING IM HUMAN NOT A BOT', '-You’re a one trick mercy, YES I AM I LOVE TO PLAY HEALERS SO MUCH AS I DID IN EVRY GAME, PLAYING SUPPORT IS INSANE… https://t.co/Hs6yOFb0nl']"
HoriaFarcas,"['Clouds’ play. https://t.co/Tuj8yXIGMX https://t.co/bH01PaqmMN', 'Are you not entertained? https://t.co/Ewvxnvlnc4 https://t.co/cLNprPqEwL', 'Views. https://t.co/Hb4ucKqqq0 https://t.co/aJae2JilMd', 'That moment when you realise what you got yourself into. https://t.co/0jCawqIsQb https://t.co/N7PbqI3Syb', '@eschudt @gerdfit Hahaha this is amazing.']"
michlsloan,['Lovely photo! https://t.co/3rpJ1TZS6x']
edwardsramirez,['I LOVE MY WAIFU https://t.co/9UiexkWS5N']
lsfarmer311,"[""Ok. Didn't see this one... Just spit-balling here - too many russian friendlies need a fucking crooked lawyer. Coul… https://t.co/7SKDUSzvdE"", '💥💥💥 https://t.co/fcoEN7xP0K', 'Agree, but another credible one says 62% of white women disapprove. Also, numbers need to be applied to percentages… https://t.co/LLiUd7C2hG']"
Spankstur,['@GGFrosteX What you been up to https://t.co/Qdy9RkRS53']
bradismyanchor,"['@AnastasiaSmith_ @TheVampsJames @TheVampsTristan I’m so so so happy for you two!! Congrats❤️❤️❤️', ""I've just watched episode S01E21 of The Best Hit! #tvtime https://t.co/wuQMB5VakQ https://t.co/RA8BBXbo3X"", ""I've just watched episode S01E20 of The Best Hit! #tvtime https://t.co/YTskBZDNK8 https://t.co/obEMpOQADl""]"
kylenabecker,"['@Michael_Nania Exactly, there cd easily be a run on QBs knowing Jets would take one off the board. Moving up to 3 e… https://t.co/ZJucMOnfaO', ""@Michael_Nania Also, don't forget if Jets stay at 6, Bills and Dolphins would almost certainly look to trade up to… https://t.co/f4jCyZJVNO"", ""@GabrieleBoland @timkmak Thanks, that's helpful. Definitely some interesting developments since the latest algorithm change.""]"
KarenRayap,[]
Rolland_Chaser,"['Oh my god. You’ve won the league and this is it? Not discrediting the team, they’ve been a sensation but fuck me th… https://t.co/Bj6I3tSnsg', 'They certainly made hard work of it in Denmark but job done.', '@OccasionalPunt @BoringWinners Credit where it’s due my friend. Let’s hope it lands whoever found it 👌', 'Went very late. Top shout 👌💰 https://t.co/EmEx1R2J6E', 'Corner double I’m playing. Little help from @OccasionalPunt \nBOL 😘 https://t.co/2NIoshcVYM']"
StuckInCa2,['@Bmw2163Heart Accurate 😆']
janet8588,[]
hasan_ARS93,['Good job AUIS! 👍🏻👍🏻 https://t.co/JWg7ZsD8fy']
Carlo304,[]
JRRadcliffe,"['Former #Badgers basketball player Andy Van Vliet has a new Division I landing spot. https://t.co/8X5P7uMrWM', 'Welp, record a podcast moments before #Brewers make a roster move. It figures. Did talk about #Brewers use of 10-da… https://t.co/RVIOgTNEqo', 'I do not feel there is enough evidence to support this claim. https://t.co/xQlvozySZp', 'The latest @journalsentinel #Brewers podcast is out. I chat with @Haudricourt about injuries, Hader, infield defens… https://t.co/Qd94JZo77J', 'Paul Darling is leaving Waukesha South, so take a trip back in time to 2002, when his Blackshirts might have pulled… https://t.co/MQTgr8Ogg5']"
Orange__White,"['@Bayne6Team @Tbayne6 Yeah, the 17', 'His teammate https://t.co/2u09yqbwQ1', '47 is fast but no way to gain unless the yellow comes out', '17 looks super fast. Guess stopping was very smart']"
mylifeaskaitlin,['Okay what the fuck it’s so windy']
MovieCraze70,"['To the @LGBTQ out there... maybe you can relate as well... https://t.co/jNatyXBR1G', '@UNHumanRights @GilmourUN @OfficeGSBrown My God... she looks so motivated...', '@PinkNews Another political twit... just like the big nose idiot that claimed there were no gays in Iran.', '@jihadwatchRS Let me guess: a poor defenseless brown asian young girl victim of climate change? Wow... I felt like… https://t.co/7OPUzp6Omr']"
iamshort2015,[]
Ravie30,"['@D_TaPla @KennyOmegamanX @CodyRhodes @TangaloaNJPW @TOKSFALE @theAdamPage @MattJackson13 @MartyScurll This is amazi… https://t.co/ubK2HkgClG', ""@GentlemanJervis Bless your cottonbelly heart...you are loved...forever! Never forget that! Anything you need...I'm… https://t.co/ioKBUnfYnb"", 'This made me laugh a little more than it should have...and then I had a real problem trying to find the changes in… https://t.co/Rwo34v3DuP', '@bigbrothrgossip @RusevBUL @LanaWWE I know, right?']"
MigliaccioLuca,"['@saria_mba  https://t.co/kp2GyKSmAV', '@MillaCarbo1 Vado spesso a Sassari per lavoro e non posso che concordare 😉']"
tmj_NC_schn,"[""If you're looking for work in #Lenoir, NC, check out this #job: https://t.co/G8RnLVa0T9 #SupplyChain #Hiring #CareerArc"", ""Want to work at Lowe's? We're #hiring in #Boone, NC! Click for details: https://t.co/Fajr5sW6Hh #SupplyChain #Job #Jobs #CareerArc"", 'Interested in a #job in #Jefferson, NC? This could be a great fit: https://t.co/nuWOEnjSBQ #gopenskecareers #SupplyChain #Hiring #CareerArc', 'See our latest #Lenoir, NC #job and click to apply: Sr. Associate Logistics - https://t.co/GX5KTGXDdX #logistics #Hiring #CareerArc', 'Can you recommend anyone for this #job in #RoanokeRapids, NC? https://t.co/j6OHKVd1hB #logistics #Hiring #CareerArc']"
Elabrin1138,"['@HornyCuteHoe looks great!', '@HotgirlSexyslut I need that too. Would love to be the cock you bounce on lovely ;)', '@AshleyS1718 mmmmm. do always love a playful rain day 😘', '@TheBaddiesRule always']"
tommyhillnigga_,['aye y’all really reaching now like reaching like fuck.....don’t drag that https://t.co/Hkb32KGDHP']
tmj_IL_sales,"[""We're #hiring! Read about our latest #job opening here: Store Counter Sales - #job #career https://t.co/MvTtiy7oHX… https://t.co/ZP1Zr3HeD4"", ""We're #hiring! Read about our latest #job opening here: Sales Representative, Merchandising (Bikes) -… https://t.co/r2idjaEHQY"", ""We're #hiring! Click to apply: Store Counter Sales - #job #career https://t.co/gH0CongKjw #Champaign, IL #CareerArc"", ""If you're looking for work in #Salem, IL, check out this #job: https://t.co/Wy366l6kO6 #Hiring #CareerArc"", 'Join the Journal Star Media team! See our latest #job opening here: https://t.co/YzdzJD6bUE #Sales #Peoria, IL #Hiring #CareerArc']"
momfiles,"['I have 52,091 loads of laundry to fold and put away 😭', 'Huge announcement from Vacation Myrtle Beach &amp; The Caravelle Resort!  Tune in to the Facebook Live Event to hear th… https://t.co/SUBnFDIh84', '@Enterprise We will be heading to Myrtle Beach, South Carolina 🙌🏽']"
tmj_cae_util,"[""We're #hiring! Click to apply: Truck Mechanic - https://t.co/j3p31SF34C #cintasjobs #Utilities #Cayce, SC #Job #Jobs #CareerArc""]"
DonnaHaslam1,['@junuttall xx https://t.co/vCSD4lYIWP']
tmj_mad_cler,"[""If you're looking for work in #Roscoe, IL, check out this #job: https://t.co/WJPzWiUXWH #Clerical #Hiring #CareerArc"", 'Join the Kelly Services team! See our latest #job opening here: https://t.co/rq9ECxCVd7 #KellyJobs #KellyServices… https://t.co/PxOxqcREe2', 'Can you recommend anyone for this #job in #Madison, WI? https://t.co/Cx8PGHJaMC #KellyJobs #KellyServices #Clerical #Hiring #CareerArc', ""If you're looking for work in #Janesville, WI, check out this #job: https://t.co/gFs9sJsn0A #KellyJobs… https://t.co/kKvhABKumQ"", 'This #job might be a great fit for you: Employee Benefit Plan Policy Advisor - https://t.co/1kyWS2SJpm #Clerical… https://t.co/7Ate3Cj2Fx']"
tmj_PA_it,"[""Want to work at Cognizant? We're #hiring in #Jessup, PA! Click for details: https://t.co/S0hNegwg7m #IT #Job #Jobs #CareerArc"", 'Want to work in #Johnstown, PA? View our latest opening: https://t.co/zJH2spDYyf #IT #Job #Jobs #Hiring #CareerArc', 'Interested in a #job in #Jessup, PA? This could be a great fit: https://t.co/SWVfztWLkp #IT #Hiring #CareerArc', 'This #job might be a great fit for you: Business Systems Analyst - Manufacturing Operations -… https://t.co/L1DFILDSoo', 'Interested in a #job in #Johnstown, PA? This could be a great fit: https://t.co/QrajPys8Ra #IT #Hiring #CareerArc']"
luc14th,['Check out my broadcast from my PlayStation 4! #PS4live (Call of Duty®: WWII)  live at https://t.co/ciACK9Sv2A']
tmj_bhm_recruit,"['See our latest #Birmingham, AL #job and click to apply: Recruiter - https://t.co/8LnW652lsR #Recruiter #Sales #Hiring #CareerArc']"
phillyp80,['@HiQ_fastfit @DoningtonParkUK Yes please.']
latinxlibrarian,"[""When you have a children's program and a teen program on the same day.#saturdaylibrarian https://t.co/W7r4lAyYrR""]"
tmj_MI_banking,"[""If you're looking for work in #Lansing, MI, check out this #job: https://t.co/6u7axmJBo4 #Banking #Hiring #CareerArc"", ""Want to work at Wells Fargo? We're #hiring in #Ironwood, MI! Click for details: https://t.co/0xkLk3ky2f #Banking #Job #Jobs #CareerArc"", 'Can you recommend anyone for this #job? Mortgage Consultant (SAFE) - https://t.co/lX3nMBUG9c #Banking #Marquette, MI #Hiring #CareerArc', 'Can you recommend anyone for this #job in #Menominee, MI? https://t.co/lyoMWBxcDi #Banking #Hiring #CareerArc', 'Join the Wells Fargo team! See our latest #job opening here: https://t.co/cCzIXZxYgq #Banking #TraverseCity, MI #Hiring #CareerArc']"
rwbb23,"['@misslaneym Or the original ""Twin Peaks""', '@BostonGlobe Ed Helms']"
tmj_nd_hrta,"['Interested in a #job in #Bismarck, ND? This could be a great fit: https://t.co/YBHik14sxp #Hospitality #Hiring #CareerArc', 'Can you recommend anyone for this #job? Service &amp; Kitchen Team (2372) - https://t.co/tqI5W1WkXH #Hospitality #Fargo, ND #Hiring #CareerArc', 'This #job might be a great fit for you: Store Team Member (Co-Brand) - https://t.co/mmNbnWB1Vi #Hospitality #Bismarck, ND #Hiring #CareerArc', 'Join the Panda Express team! See our latest #job opening here: https://t.co/FbvKoFPHxT #Hospitality #Fargo, ND #Hiring #CareerArc', ""We're #hiring! Read about our latest #job opening here: Night Baker - https://t.co/4rbRb5Tjm9 #parttime #Baker… https://t.co/ifPxMZx4fi""]"
karriemykal,['I got puppy fever']
